,post_text,followers,friends,favourites,statuses,retweets,label,month,year
10792,cameronhoodkin truly barry spencer,235,185,24407,22302,1,0,12,2016
10793,cameronhoodkin indeed,235,185,24407,22302,0,0,12,2016
10794,cameronhoodkin tiny,235,185,24407,22302,0,0,12,2016
10795,cameronhoodkin tbh sounds similar sprayberry tyler cali voice agdjshajjajs,235,185,24407,22302,0,0,12,2016
10796,cameronhoodkin fucked tyler second voice hes also fourth one,235,185,24407,22302,0,0,12,2016
10797,cameronhoodkin first jesse second dylan third tyler sprayberry wasnt audio unless guitar final answer,235,185,24407,22302,0,0,12,2016
10798,rt johnboyega heart heavy im grateful got know ill cherish memories conversations consistent supp,235,185,24407,22302,21822,0,12,2016
10799,ok see knew jesse,235,185,24407,22302,0,0,12,2016
10800,lrt absolutely didnt sound like sprayberry ok,235,185,24407,22302,0,0,12,2016
10801,oh jesus httpstcodfbkymbywv,235,185,24407,22302,0,0,12,2016
10802,oh jesus httpstcodfbkymbywv,235,185,24407,22302,0,0,12,2016
10803,needed honest like bellamy needed express hurt left scene shakes good,235,185,24407,22302,0,0,12,2016
10804,wtf fuck confrontation scene still e best yall hear,235,185,24407,22302,0,0,12,2016
10805,oh god httpstcoqbwmiuyn,235,185,24407,22302,0,0,12,2016
10806,stop many shippers great taste fandoms,235,185,24407,22302,0,0,12,2016
10807,adclaidekanes wanna loved audio background didnt ask,235,185,24407,22302,0,0,12,2016
10808,say constantly various characters would lay life raven questions asked,235,185,24407,22302,0,0,12,2016
10809,dramatic real ass tears httpstcordizuzquv,235,185,24407,22302,0,0,12,2016
10810,known bisexual lover aussieskiwis httpstcoeiluotpd,235,185,24407,22302,0,0,12,2016
10811,cameronhoodkin get twg,235,185,24407,22302,1,0,12,2016
10812,im pressed vine ending chance learn edit many ideas,235,185,24407,22302,0,0,12,2016
10813,fly high allison argent semi ibac morgs edits vine stydiella httpstcooojkgakm,235,185,24407,22302,0,0,12,2016
10814,cameronhoodkin iconic httpstcoqxcyhcer,235,185,24407,22302,1,0,12,2016
10815,girls httpstcouffdgnaxs,235,185,24407,22302,0,0,12,2016
10816,omg saw scottstiles vine knocking heavens door looking totally different vine bye,235,185,24407,22302,0,0,12,2016
10817,cameronhoodkin trying fine messages couldnt im pressed good vine approve,235,185,24407,22302,0,0,12,2016
10818,cameronhoodkin u use gif im cjamxnjasjs,235,185,24407,22302,0,0,12,2016
10819,rt mehcadbrooks youre accustomed privilege equality feel like oppression,235,185,24407,22302,279,0,12,2016
10820,wallswcst vine liked anyways im starving,235,185,24407,22302,0,0,12,2016
10821,quality isnt great audio httpstcorfwnstqsmd,235,185,24407,22302,0,0,12,2016
10822,wallswcst used ship hardcore,235,185,24407,22302,0,0,12,2016
10823,wallswcst deadass annoying ship also didnt like either charas either agdjsjaj,235,185,24407,22302,0,0,12,2016
10824,lydiamcrtins stop know,235,185,24407,22302,0,0,12,2016
10825,cameronhoodkin dont context hey rabbit next agree,235,185,24407,22302,0,0,12,2016
10826,cameronhoodkin song oh goooooo,235,185,24407,22302,0,0,12,2016
10827,lydiamcrtins know voice also sounded like brother listen,235,185,24407,22302,0,0,12,2016
10828,wallswcst stop yes im runnin,235,185,24407,22302,0,0,12,2016
10829,lydiamcrtins honestly sounded like tylers brother first tbh got confused,235,185,24407,22302,0,0,12,2016
10830,rt cassandrasteele og youth httpstcoowcdp,235,185,24407,22302,15053,0,12,2016
10831,rt naesheims pick poison vine mysticonce httpstcolwgqljri,235,185,24407,22302,1,0,12,2016
10832,cameronhoodkin lydiamcrtins yeah,235,185,24407,22302,0,0,12,2016
10833,agsnshajsj im funny literal tears,235,185,24407,22302,0,0,12,2016
10834,rt lydiamcrtins adclaidekanes read tweet dudes voice noooooooooooooooo,235,185,24407,22302,1,0,12,2016
10835,rt cameronhoodkin jsut laughed hard hesdache came back httpstcorxrnkymvee,235,185,24407,22302,1,0,12,2016
10836,lydiamcrtins p song,235,185,24407,22302,2,0,12,2016
10837,adclaidekanes recent snap disappearyall watch,235,185,24407,22302,1,0,12,2016
10838,adclaidekanes tylers gonna post blunt voices bc dylan knock phone hand,235,185,24407,22302,1,0,12,2016
10839,said maria let say bc want validated im right,235,185,24407,22302,1,0,12,2016
10840,cameronhoodkin godogooddkdk hate thsi bad,235,185,24407,22302,0,0,12,2016
10841,rt cameronhoodkin comin barry allens throne httpstcourkuwrnav,235,185,24407,22302,1,0,12,2016
10842,lydiamcrtins probably tbh animals super intuitive like shes real pal knowing like,235,185,24407,22302,0,0,12,2016
10843,maria going csi tylers snapchat httpstcobjprfz,235,185,24407,22302,1,0,12,2016
10844,lydiamcrtins brooklyn oh,235,185,24407,22302,0,0,12,2016
10845,rt hittiebeth help get mom new dog misses old one ps bday rts httpstcovpqpuvxhxj,235,185,24407,22302,14958,0,12,2016
10846,rt carrieffisher take back like half exclamation pointsthey make lookeager please ambut dont want,235,185,24407,22302,3618,0,12,2016
10847,wait voice tylers sc sounds like brother idk,235,185,24407,22302,0,0,12,2016
10848,rt mcnamarafray im laughing hard kat_mcnamara amp domsherwood httpstcouauhrmffq,235,185,24407,22302,11,0,12,2016
10849,rt clairehltt iris breathes barry shes strong shes passionate shes smart shes tough shes adult shes tough,235,185,24407,22302,66,0,12,2016
10850,rt daisyrdley promise like carrie fisher proud every single part show world,235,185,24407,22302,1228,0,12,2016
10851,rt hamillhimself words devastated httpstcorxoibkmh,235,185,24407,22302,358536,0,12,2016
10852,rt isikbreen honor carrie fisher normalize mental illness treatment take life little less seriously destroy fascist r,235,185,24407,22302,70656,0,12,2016
10853,rt younggwhite peoples spirits high amp lot people new drive entering new year life changing everything,235,185,24407,22302,851,0,12,2016
10854,rt alexs_danvers drowned moonlight strangled bra,235,185,24407,22302,11,0,12,2016
10855,rt mtvteenwolf shelleyhennig granted wish next weeks afteraftershow yeah boiiiiii httpstcozvynryuqo,235,185,24407,22302,1617,0,12,2016
10856,didnt make wish made wish httpstcoulkxeybb,235,185,24407,22302,0,0,12,2016
10857,rt i_deserved_this think important remember carrie film writing also unrepentant shitposting h,235,185,24407,22302,10220,0,12,2016
10858,rt coldwarscience wish known carrie fisher writing advice column living bipolar disorder httpstc,235,185,24407,22302,616,0,12,2016
10859,rt halsey carrie fisher dedicated platform mental health awareness amp female empowerment reason reminder keep,235,185,24407,22302,79422,0,12,2016
10860,rt embeedub carrie fisher got much shit female getting older gaining weight bipolar still kept sense,235,185,24407,22302,17356,0,12,2016
10861,rt chaeronaea know like joke abt misery twitter dotcom joking aside hope less hurtful peac,235,185,24407,22302,15530,0,12,2016
10862,rt ms_melissaryan love triangle unlike anything tv plot never relies ridiculous woman vs woman trope,235,185,24407,22302,29,0,12,2016
10863,rt ms_melissaryan makes riverdale massively important never pits betty veronica archie,235,185,24407,22302,57,0,12,2016
10864,rt sasbatcii every time someone says year couldnt get worse fucking,235,185,24407,22302,1204,0,12,2016
10865,cute fuck,235,185,24407,22302,0,0,12,2016
10866,yet love proven dead httpstcoshutpbletw,235,185,24407,22302,0,0,12,2016
10867,god yes adelaide australia always good eatin good time last year rmr,235,185,24407,22302,0,0,12,2016
10868,ive got money bank account cold gone bed made clothes washed acne gone httpstcotgqbykverj,235,185,24407,22302,1,0,12,2016
10869,lydiamcrtins aint shit never shit anyways im proud love always,235,185,24407,22302,1,0,12,2016
10870,josie pussycats cc celestial dt mar fatima jess syd vine kjapas httpstcoudgdrfzs,235,185,24407,22302,0,0,12,2016
10871,cameronhoodkin wall scene deserved tbh,235,185,24407,22302,0,0,12,2016
10872,lydiamcrtins love death,235,185,24407,22302,0,0,12,2016
10873,kj apa schemin low quality edit high quality mans vine thatsojafrin httpstcojhoyvedo,235,185,24407,22302,1,0,12,2016
10874,um fuck httpstcowxgxaqwxo,235,185,24407,22302,0,0,12,2016
10875,third im tired played bad knew im still sad,235,185,24407,22302,0,0,12,2016
10876,first garbage second yall brought black siren let real canary crybut laurelok,235,185,24407,22302,0,0,12,2016
10877,rddit post next arrow ep true lmfao,235,185,24407,22302,0,0,12,2016
10878,candicekp would convert cowboy nation u know,235,185,24407,22302,0,0,12,2016
10879,rt candicekp god bless texas cowboysnation httpstcokigxeeksk,235,185,24407,22302,421,0,12,2016
10880,adclaidekanes bc hes superior blake obviously amp b someone opposite way scene transition amp im pissed,235,185,24407,22302,0,0,12,2016
10881,anyways someone octavia bellamy plot twist whos daddy audio,235,185,24407,22302,0,0,12,2016
10882,um wait really worded tweet wrong dont screenshot bc yall know would fuckin never,235,185,24407,22302,0,0,12,2016
10883,sis funny aghssjja httpstcoxuqtpoqn,235,185,24407,22302,0,0,12,2016
10884,dovecameron jesus died u glinda would given chance,235,185,24407,22302,1,0,12,2016
10885,rt ramimahlek omg yall think possible criticize show u stan thats sad,235,185,24407,22302,1,0,12,2016
10886,rt chioebennets interracial mf relationships important shouldnt tossed away nonsense het theyre never treated l,235,185,24407,22302,503,0,12,2016
10887,rt kat_mcnamara one week super excited domsherwood shadowhunterstv shadowhuntersseason httpstcopjvxryix,235,185,24407,22302,866,0,12,2016
10888,rt kat_mcnamara days characters cannot wait share season angels shadowhuntersseason httpstcowkkxl,235,185,24407,22302,1304,0,12,2016
10889,rt dlckroy mfin nutttt bitch httpstconosqswmm,235,185,24407,22302,12,0,12,2016
10890,rt kjapas josie mccoy instagram httpstcosqbrylxhhj,235,185,24407,22302,41,0,12,2016
10891,yes aline httpstcorknclzw,235,185,24407,22302,0,0,12,2016
10892,rt lukesalec toddzer listen listen good better treat right cast chinese actress play httpstco,235,185,24407,22302,20,0,12,2016
10893,cameronhoodkin stooooooop would die,235,185,24407,22302,0,0,12,2016
10894,rt cameronhoodkin dovecameron petition remake every reese witherspoon movie ever u playing roles,235,185,24407,22302,1,0,12,2016
10895,rt keiynanlonsdale desert httpstcorhmzigtaug,235,185,24407,22302,375,0,12,2016
10896,rt wildpipm sometimes lose whiteelephant happy holidays sweet hat bro httpstcojvlhllsqx,235,185,24407,22302,2967,0,12,2016
10897,rt lilireinhart finally got christmas onesie httpstcokbzarcemq,235,185,24407,22302,57,0,12,2016
10898,rt _sophocles_ merry christmas heres cat getting busted taking cinnamon roll seconds told httpstcofaaax,235,185,24407,22302,145645,0,12,2016
10899,rt naesheims miss httpstcohgxggvuup,235,185,24407,22302,3,0,12,2016
10900,yo im walking work love yall hope yall great holiday,235,185,24407,22302,0,0,12,2016
10901,adclaidekanes spent next hour half talking show another series love,235,185,24407,22302,0,0,12,2016
10902,brothers got entire avatar last airbender series almost cried,235,185,24407,22302,0,0,12,2016
10903,oh happy hanukkah merry christmas hope yall wonderful days ur family members kind,235,185,24407,22302,0,0,12,2016
10904,omg im exhausted let finish thread work tomorrow goodnight yall,235,185,24407,22302,0,0,12,2016
10905,wally artemis literally badass sweethearts love wanted domestic happy httpstcotgnbmxdz,235,185,24407,22302,0,0,12,2016
10906,clary isabelle let soft sapphics rise love amp trust implicitly every interaction gay httpstcopgugoawv,235,185,24407,22302,0,0,12,2016
10907,adclaidekanes god theres many good ones tho im really dead inside,235,185,24407,22302,0,0,12,2016
10908,took long pick bellarke vine ended one ive posted million times ok,235,185,24407,22302,0,0,12,2016
10909,would literally die keep groundedalways call needed httpstcopdhaikbh,235,185,24407,22302,1,0,12,2016
10910,bellamy clarke could write mla format essay love development canonically others weakness,235,185,24407,22302,0,0,12,2016
10911,barry iris invented soulmate trope domestic found loved across literal time space httpstcovxhcamnxy,235,185,24407,22302,4,0,12,2016
10912,fell asleep anyways flop anyways let httpstcobqyyklrn,235,185,24407,22302,0,0,12,2016
10913,fight stay awake long enough dinner httpstcojibrxdzlq,235,185,24407,22302,0,0,12,2016
10914,cameronhoodkin tiny cute,235,185,24407,22302,0,0,12,2016
10915,rt keiynanlonsdale wishing merry christmas,235,185,24407,22302,188,0,12,2016
10916,rt candicekp merry christmas ya filthy animals honestly truly love u guys httpstcobiymrsaigd,235,185,24407,22302,1139,0,12,2016
10917,kj_apa literally hear voice one filter afshdhajsj,235,185,24407,22302,0,0,12,2016
10918,rt selenasmodel selena vacation finally home family texas goes childrens hospital meet talk,235,185,24407,22302,157,0,12,2016
10919,rt yerawizardhaley sorry customer didnt check back know httpstcoenjrjsmosl,235,185,24407,22302,17,0,12,2016
10920,semi decent answer happy holidays leave dylan overworked crew members alone,235,185,24407,22302,0,0,12,2016
10921,super glad yall harassed enough people speculation yall dylan done filmingstiles dying finally got,235,185,24407,22302,0,0,12,2016
10922,rt rleybiue faking positivity christmas wanna die httpstcoxxtasopr,235,185,24407,22302,962,0,12,2016
10923,rt wolveia clarke amp bellamy httpstcowxhfjuok,235,185,24407,22302,81,0,12,2016
10924,u gonna dish rest story nah candicekp httpstcoailavnrc,235,185,24407,22302,0,0,12,2016
10925,rt beiiamysmorley writers lets make entire episode abt bellamy freaking ever losing clarke writers,235,185,24407,22302,133,0,12,2016
10926,adclaidekanes went bed literally hours ago adjhdkahsw,235,185,24407,22302,0,0,12,2016
10927,woke immediately brothers alarm went think bc wasnt even fully asleep lmao,235,185,24407,22302,0,0,12,2016
10928,rt debnamrven important httpstcojwzgbhwnr,235,185,24407,22302,375,0,12,2016
10929,rt bizekes happy hanukkah jewish followers hope u great day,235,185,24407,22302,151,0,12,2016
10930,naesheims love audio continuously put best use,235,185,24407,22302,0,0,12,2016
10931,rt naesheims amazing httpstcoftoknyhbg,235,185,24407,22302,1,0,12,2016
10932,rt naesheims laurelampfelicity cc mine ac show arrow httpstcopuuunuvl,235,185,24407,22302,1,0,12,2016
10933,happy holidays celebrate love u guys,235,185,24407,22302,0,0,12,2016
10934,adclaidekanes fucking sad keep reblogging dctv ladies week posts tears,235,185,24407,22302,0,0,12,2016
10935,adclaidekanes fucking sad keep reblogging dctv ladies week posts tears,235,185,24407,22302,0,0,12,2016
10936,know laurel thea siblings deserved amp wouldve died,235,185,24407,22302,1,0,12,2016
10937,maiaomalley sending u good vibes,235,185,24407,22302,0,0,12,2016
10938,rt selenvacarter read somewhere speak children becomes inner voice stress crucial,235,185,24407,22302,33273,0,12,2016
10939,god love adelaides short hair cute looks much older,235,185,24407,22302,0,0,12,2016
10940,merry christmas eve httpstcodxlgfoouq,235,185,24407,22302,1,0,12,2016
10941,iriswestaiin gasjajsjsjs funny everytime,235,185,24407,22302,0,0,12,2016
10942,rt iriswestaiin damn gotta say get piece,235,185,24407,22302,1,0,12,2016
10943,lydiamcrtins honestly mood always thank u,235,185,24407,22302,0,0,12,2016
10944,cameronhoodkin love u lots lots,235,185,24407,22302,0,0,12,2016
10945,pondandrory wanted tell u ur new hair super cute ily,235,185,24407,22302,0,0,12,2016
10946,rt hawkgrrls love beronica im looking forward cl jump onto show super racist towards kj,235,185,24407,22302,6,0,12,2016
10947,adclaidekanes god suppos ed private oh well,235,185,24407,22302,0,0,12,2016
10948,adclaidekanes hell hell,235,185,24407,22302,0,0,12,2016
10949,step family came back early im lmfoaodoa,235,185,24407,22302,0,0,12,2016
10950,pondandrory god bob ellie cute also die everytime wears glasses love,235,185,24407,22302,0,0,12,2016
10951,pondandrory wait icon,235,185,24407,22302,0,0,12,2016
10952,rt hamillhimself couldnt get worse sending love carrieffisher,235,185,24407,22302,73224,0,12,2016
10953,rt instarwars please okay carrie love support may force prayforcarrie httpstcoapdzsgvj,235,185,24407,22302,1421,0,12,2016
10954,continues fail,235,185,24407,22302,0,0,12,2016
10955,ah yes definitely wanted scotts cheating amp abusive dad back httpstcogjqebappd,235,185,24407,22302,0,0,12,2016
10956,rt shannonpurser whoever whatever believe searching love hope holiday hope pray fin,235,185,24407,22302,205,0,12,2016
10957,rt wckdstiles realize james dashner author amp control tdc production schedule dylans personal career http,235,185,24407,22302,105,0,12,2016
10958,rt tvwatchtower bellamyxstiles way bellamy action next season sidelining,235,185,24407,22302,111,0,12,2016
10959,close im hyped httpstcosefrrfkfm,235,185,24407,22302,0,0,12,2016
10960,rt ew carrie fisher reportedly suffered heart attack flight friday httpstcoofyqtnwgm,235,185,24407,22302,146,0,12,2016
10961,adclaidekanes nap good,235,185,24407,22302,0,0,12,2016
10962,dont want go work,235,185,24407,22302,0,0,12,2016
10963,rt shelleyhennig give bath httpstcojsduipo,235,185,24407,22302,1019,0,12,2016
10964,tylergposey love much im proud youve accomplished mom would hope youre great break,235,185,24407,22302,0,0,12,2016
10965,dylanobrien hey dude love u im glad ur gettin rest soon hope youre great holiday season,235,185,24407,22302,0,0,12,2016
10966,rt daildylanobrien news dylan officially finished teen wolf last day set yesterday tyler came support,235,185,24407,22302,770,0,12,2016
10967,dont stuff dylan bella leave alone omg,235,185,24407,22302,1,0,12,2016
10968,month year anniversary mom dying hes talked difficult holidays without,235,185,24407,22302,1,0,12,2016
10969,literally couldnt care less gossip bc yall lose heads everything pls leave tyler ok,235,185,24407,22302,1,0,12,2016
10970,ya know year anniversary moms death hes likely gonna stay silent httpstcobudopfewe,235,185,24407,22302,0,0,12,2016
10971,adclaidekanes talks carlos cat like hes baby honestly hard,235,185,24407,22302,0,0,12,2016
10972,ok katie cat actually,235,185,24407,22302,0,0,12,2016
10973,allisonkira hi late apologize im actually holding till premiere sorry,235,185,24407,22302,0,0,12,2016
10974,well yikes httpstconfzdnxikyo,235,185,24407,22302,0,0,12,2016
10975,keiyionsdale high zella day,235,185,24407,22302,0,0,12,2016
10976,mood httpstcofevuzciv,235,185,24407,22302,0,0,12,2016
10977,rt cameronhoodkin raven httpstcodclwlczp,235,185,24407,22302,1,0,12,2016
10978,adclaidekanes tag urself im raven,235,185,24407,22302,0,0,12,2016
10979,rt rinastic facts dylan got lead tmr internship dylan got discovered webseries sweety thats,235,185,24407,22302,5,0,12,2016
10980,stop putting interview tl httpstcowwgctzid,235,185,24407,22302,0,0,12,2016
10981,rt spencersjareaus spencersjareaus much pain got stabbed leg still wanted go save even thougj,235,185,24407,22302,12,0,12,2016
10982,adclaidekanes like love friendship much yall gotta stop ing stuff,235,185,24407,22302,0,0,12,2016
10983,yallomg stop pushing shelleytyler agenda literally steady boyfriend,235,185,24407,22302,0,0,12,2016
10984,rt bellamykira mtvteenwolf tws last season still wont focus main character httpstcoadunlvkwn,235,185,24407,22302,9,0,12,2016
10985,rt tposeyfr_ maybe u guys leave tyler alone time year really easy without mom christmas spre,235,185,24407,22302,24,0,12,2016
10986,rt andrearussett ahhahahahaha instagram comments dying httpstconsrdarkeoh,235,185,24407,22302,1076,0,12,2016
10987,love tha httpstcorrogjool,235,185,24407,22302,0,0,12,2016
10988,rt wainwrightae iriswestaiin bought one joke friends started gifting im creepy gnome lady,235,185,24407,22302,4,0,12,2016
10989,rt kat_mcnamara lets watch sunset httpstcorwhin,235,185,24407,22302,1480,0,12,2016
10990,rt kat_mcnamara things takes bts mannequinchallenge shadowhunterstv days domsherwood arosende alanvansprang,235,185,24407,22302,1491,0,12,2016
10991,rt cw_riverdale welcome town everything perfect nothing seems riverdale premieres january cw htt,235,185,24407,22302,2398,0,12,2016
10992,im also still thinking httpstcospdexyyjh,235,185,24407,22302,0,0,12,2016
10993,rt keiynanlonsdale somewhere newtown httpstcoruomfjoia,235,185,24407,22302,68,0,12,2016
10994,im still thinking httpstcoytibtk,235,185,24407,22302,0,0,12,2016
10995,cameronhoodkin knwo wanted,235,185,24407,22302,0,0,12,2016
10996,cameronhoodkin didnt know existed till vine httpstcojtjoiszu tbh really,235,185,24407,22302,0,0,12,2016
10997,cameronhoodkin woooooo go best friend thats best friend love u,235,185,24407,22302,1,0,12,2016
10998,rt cameronhoodkin got callback bitichahcjhx wooooo,235,185,24407,22302,1,0,12,2016
10999,adclaidekanes like really resonate complaints bc apparently dumbasses universal,235,185,24407,22302,0,0,12,2016
11000,dont actually participate reading starbucks reddit really cathartic tbh,235,185,24407,22302,0,0,12,2016
11001,rt shelbseb customer service whole httpstcojlbwntclyo,235,185,24407,22302,75,0,12,2016
11002,funny know httpstcobabbnurm,235,185,24407,22302,0,0,12,2016
11003,rt candicekp much behind line line wasnt original script httpstcodhearsafq,235,185,24407,22302,671,0,12,2016
11004,thats shitty lmfao httpstcokwfyhmzqo,235,185,24407,22302,0,0,12,2016
11005,rt chloedvcker helena bertinelli know kylie bunbury httpstcotdrdtm,235,185,24407,22302,12,0,12,2016
11006,rt laurengerman love people im lucky httpstcouimigaw,235,185,24407,22302,652,0,12,2016
11007,lydiamcrtins wanted get general feel characters tbh,235,185,24407,22302,0,0,12,2016
11008,adclaidekanes thats ok lemme finish bellarke christmas fake dating au,235,185,24407,22302,0,0,12,2016
11009,love awake apparent reason haha,235,185,24407,22302,0,0,12,2016
11010,cameronhoodkin goodnight,235,185,24407,22302,0,0,12,2016
11011,ok wow httpstcobuxrajaiss,235,185,24407,22302,0,0,12,2016
11012,veronica lodge cc celestial ac crazed audios vine neiiandrew httpstcoddpsjxgt,235,185,24407,22302,0,0,12,2016
11013,adclaidekanes also lucifer chloe oh wow,235,185,24407,22302,0,0,12,2016
11014,well usual bellamyclarke httpstcoaiqpjii,235,185,24407,22302,0,0,12,2016
11015,cameronhoodkin like dont wanna go come like tmi vs shadowhunters fan tbh,235,185,24407,22302,0,0,12,2016
11016,cameronhoodkin im gonna read little bit show im going blind purpose tbh,235,185,24407,22302,0,0,12,2016
11017,cameronhoodkin mean least side stan twitter everyone loves archieronnie bettyronica idk real world tho,235,185,24407,22302,0,0,12,2016
11018,rt wallswcst clip make x want kiss girls impact httpstcodshvwo,235,185,24407,22302,1,0,12,2016
11019,hey people album garbage jw apple,235,185,24407,22302,0,0,12,2016
11020,cameronhoodkin lvoe stop,235,185,24407,22302,0,0,12,2016
11021,cameronhoodkin might lot pics indivually together,235,185,24407,22302,0,0,12,2016
11022,cameronhoodkin httpstconbnvukj,235,185,24407,22302,1,0,12,2016
11023,cameronhoodkin love charity work,235,185,24407,22302,1,0,12,2016
11024,cameronhoodkin,235,185,24407,22302,0,0,12,2016
11025,rt cameronhoodkin cant believe ppl getting pressed hashtag yall saying thing ago httpst,235,185,24407,22302,2,0,12,2016
11026,rt wasgudakh watching combat harassment made day httpstconenzapm,235,185,24407,22302,57264,0,12,2016
11027,rt cameronhoodkin dylanobrien love try rest ur holiday break u deserve time,235,185,24407,22302,1,0,12,2016
11028,cameronhoodkin kids one stepsisters gone weeks,235,185,24407,22302,0,0,12,2016
11029,adclaidekanes also music good shit cant believe im trying revive meme thats goooooood shit,235,185,24407,22302,0,0,12,2016
11030,also everytime type veronica get bad shivers bc thats step moms name lemme brave riverdale girl veronica lodge,235,185,24407,22302,0,0,12,2016
11031,adclaidekanes mean hated amykarma faces afterwards im eating good tonight,235,185,24407,22302,0,0,12,2016
11032,betty ronnies kiss faking tea saying,235,185,24407,22302,0,0,12,2016
11033,dont freak trust httpstcooqlpgkacht,235,185,24407,22302,0,0,12,2016
11034,rt wallswcst one talking ross bulter aka reggie mantle mans look fine hell httpstcokupsgtvpom,235,185,24407,22302,42,0,12,2016
11035,rt naesheims anyway cant wait every single girl riverdale fuck,235,185,24407,22302,17,0,12,2016
11036,rt lilireinhart karazoral oh sorry u met wife maybe youre homophobic httpstcovlinoqat,235,185,24407,22302,204,0,12,2016
11037,rt lukesalec isaiah straight gave fucks httpstcoianzojsde,235,185,24407,22302,89,0,12,2016
11038,literally laughed loud fashjdshsms httpstcoteajfniqqb,235,185,24407,22302,0,0,12,2016
11039,wallswcst remind thi,235,185,24407,22302,0,0,12,2016
11040,wallswcst stop amie vine ending next month httpstcopwvntaz,235,185,24407,22302,0,0,12,2016
11041,wallswcst mood,235,185,24407,22302,0,0,12,2016
11042,rt wallswcst im gonna die watching riverdale bc im much multishipping httpstcomefbqvomh,235,185,24407,22302,4,0,12,2016
11043,cameronhoodkin tweets friend sent got deleted,235,185,24407,22302,0,0,12,2016
11044,adclaidekanes im pressed let go sulk shower,235,185,24407,22302,0,0,12,2016
11045,u telling missed leaked rverdle things work,235,185,24407,22302,0,0,12,2016
11046,rt kyliebunbury cannot believe name amongst incredible talent list im brimming gratitudethank u http,235,185,24407,22302,143,0,12,2016
11047,rt hereisgina made laugh live fuller love stronger grow everyday past days hope,235,185,24407,22302,329,0,12,2016
11048,rt carrotclary im melting httpstcosyylkapv,235,185,24407,22302,22,0,12,2016
11049,dearjohns ur cute ily also love moon choker,235,185,24407,22302,0,0,12,2016
11050,rt phoebejtonkin one two talented sisters extra long flight home shelleyhennig realbritt_rob https,235,185,24407,22302,731,0,12,2016
11051,daily reminder guggs idea whod grave interviewed beginning came ass,235,185,24407,22302,0,0,12,2016
11052,shocking doesnt mean well written made sense ok httpstcodwengqqmz,235,185,24407,22302,1,0,12,2016
11053,rt badpostbob grow fast httpstcoibwnqucjip,235,185,24407,22302,236,0,12,2016
11054,rt teenwolfnewsmtv dylan obrien tyler posey set teen wolf httpstcowuaagmb,235,185,24407,22302,510,0,12,2016
11055,rt piratesaviour promise protect httpstcozuecluehrp,235,185,24407,22302,72,0,12,2016
11056,rt bisexualcisco second rude give httpstcojbfqnsdc,235,185,24407,22302,7,0,12,2016
11057,rt bisexualcisco first rude want hug iris httpstcoactcld,235,185,24407,22302,34,0,12,2016
11058,rt shadesofslaylor message bad blood used friends everyone women bashing fake feminist trying tear,235,185,24407,22302,171,0,12,2016
11059,rt shutuplayla lets discuss trash amp ur employees many times going occur apologize delta b,235,185,24407,22302,344,0,12,2016
11060,rt writerras riverdales first billboard sunset riverdale cw archie httpstcobdbracixf,235,185,24407,22302,137,0,12,2016
11061,adclaidekanes bob glasses favorite look listen,235,185,24407,22302,0,0,12,2016
11062,thank u httpstcoxvudgpeml,235,185,24407,22302,0,0,12,2016
11063,adclaidekanes ot head hands heart,235,185,24407,22302,0,0,12,2016
11064,anyways wow cant wait take home tiny bellamy clarke raven,235,185,24407,22302,0,0,12,2016
11065,one told yall fake hell httpstcoodttxumac,235,185,24407,22302,0,0,12,2016
11066,hereisgina really bad night saw tl amp remind best friend made feel lil better ur gem,235,185,24407,22302,0,0,12,2016
11067,og parent trap also gonna cares,235,185,24407,22302,0,0,12,2016
11068,bee movie gonna netflix next month,235,185,24407,22302,0,0,12,2016
11069,bee movie gonna netflix next month,235,185,24407,22302,0,0,12,2016
11070,rt shelleyhennig feelings tylergposey httpstcoysdiykct,235,185,24407,22302,6248,0,12,2016
11071,casstims noooooooo shup thsts best snd wirst scene,235,185,24407,22302,0,0,12,2016
11072,rt wildpipm hugsforbob beyondblue truly amazing wonderful thank support support worthy cause muc,235,185,24407,22302,336,0,12,2016
11073,rt linzzmorgan birthday wildpipm dont instagram soooooooo,235,185,24407,22302,1183,0,12,2016
11074,rt linzzmorgan happiest birthdays olbran muffin bbl boberly freckless bobert uncle bob amp httpstcofdclfpl,235,185,24407,22302,463,0,12,2016
11075,cleared acne thank u httpstcouqawozixh,235,185,24407,22302,0,0,12,2016
11076,rt andrearussett everyone tweeting omelets,235,185,24407,22302,490,0,12,2016
11077,rt keiyionsdale mason gpa sophomore sure lydia smart character show,235,185,24407,22302,22,0,12,2016
11078,rt cameronhoodkin dovecameron kat_mcnamara arden_cho dove natalie kat dylan arden alex solid lets,235,185,24407,22302,1,0,12,2016
11079,rt cameronhoodkin dovecameron kat_mcnamara arden_cho direct charlies angels remake pay please god,235,185,24407,22302,1,0,12,2016
11080,rt ivyspuddin girl saves everyone one needs saving httpstcomwzjghdub,235,185,24407,22302,9,0,12,2016
11081,rt aiycias babyboy httpstcorcgahyvmmn,235,185,24407,22302,14,0,12,2016
11082,rt slittlejenny ppl try say cats dont greet door ya right httpstcoypkcpaoh,235,185,24407,22302,1018,0,12,2016
11083,stop im gonna cry cute httpstcorirlbuhejm,235,185,24407,22302,0,0,12,2016
11084,rt iknewyouwerefat yall still wanna call taylor greedy removing music spotify fighting rights new artists h,235,185,24407,22302,492,0,12,2016
